TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;Última (R$);Variação;STOCK;DEPARTMENT;IMAGE;isFinancial
BMOB3;23,06;7,35;15,67;1,75;1,22;24,08;8,22;7,99;15,23;11,58;-3,65;-0,42;1,25;2,92;-3,68;2,65;11,17;7,77;5,25;0,70;0,30;0,97;57,50;28,16;6.412.825,82;13,17;1,47;1,46;1.974.129.519,52;BMOB3;Bemobi;22,01;+0,92%;BMOB3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/bemobi-tech-on-nm--big.svg;False
BNBR3;97,00;6,16;3,54;0,65;0,13;45,86;50,57;29,88;2,09;2,09;;;1,06;2,89;-0,13;;18,25;3,64;;0,20;0,80;0,12;8,63;9,28;30.088,33;150,25;27,42;0,15;9.573.875.653,00;BNBR3;Banco do Nordeste;98,50;-0,51%;BNBR3;Financeiro;https://s3-symbol-logo.tradingview.com/nord-brasil-on--big.svg;True
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;0,99;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;1,98;4.212.250.617,75;;;;;;;;True
BOBR3;1,00;;3,57;275,96;0,28;41,02;13,83;4,73;1,22;2,67;1,23;277,35;0,17;-15,43;-0,61;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;0,00;0,00;0,28;-0,11;307.209.674,56;;;;;BOBR3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/bombril-pn--big.svg;False
BOBR4;1,38;;4,93;380,83;0,39;41,02;13,83;4,73;1,69;2,67;1,23;277,35;0,23;-21,29;-0,85;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;11.132,00;0,00;0,28;-0,15;307.209.674,56;BOBR4;Bombril;1,42;+2,16%;BOBR4;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/bombril-pn--big.svg;False
BPAC11;47,85;2,21;14,55;2,75;0,28;43,02;42,32;35,02;12,04;12,04;;;5,09;-0,38;-0,28;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;281.675.136,00;17,43;3,29;0,84;183.522.612.851,60;BPAC11;Banco BTG Pactual;46,70;+1,43%;BPAC11;;https://s3-symbol-logo.tradingview.com/btgp--big.svg;True
BPAC3;25,65;1,37;23,39;4,41;0,45;43,02;42,32;35,02;19,36;12,04;;;8,19;-0,62;-0,45;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;73.583,45;5,81;1,10;1,36;183.522.612.851,60;BPAC3;Banco BTG Pactual;25,29;+1,93%;BPAC3;Financeiro;https://s3-symbol-logo.tradingview.com/btgp--big.svg;True
BPAC5;10,93;3,22;9,97;1,88;0,19;43,02;42,32;35,02;8,25;12,04;;;3,49;-0,26;-0,19;0,01;18,87;1,91;;0,10;0,89;0,05;25,49;27,45;22.903,50;5,81;1,10;0,58;183.522.612.851,60;BPAC5;Banco BTG Pactual;10,50;+0,57%;BPAC5;Financeiro;https://s3-symbol-logo.tradingview.com/btgp--big.svg;True
BPAN4;8,15;2,96;25,83;1,38;0,16;40,14;0,30;2,73;233,91;233,91;;;0,70;-114,71;-0,16;0,02;5,33;0,60;;0,11;0,89;0,22;10,77;-8,43;6.874.369,50;5,92;0,32;-0,75;10.342.921.233,50;BPAN4;Banco Pan;7,96;-0,50%;BPAN4;Financeiro;https://s3-symbol-logo.tradingview.com/banco-pan--big.svg;True
BPAR3;117,42;10,42;3,81;0,50;0,06;50,96;11,97;8,37;2,66;2,66;;;0,32;4,03;-0,06;;13,14;1,51;;0,11;0,89;0,18;14,76;-1,95;0,00;234,80;30,85;-0,19;1.118.032.025,58;;;;;BPAR3;Financeiro;https://s3-symbol-logo.tradingview.com/banpara-on--big.svg;True
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00;;;;;;;;True
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74;;;;;;;;False
BRAP3;15,55;11,86;5,65;0,70;0,69;;;;6,04;6,15;-0,29;-0,03;;24,52;-0,72;6,50;12,34;12,27;11,52;0,99;0,01;0,00;;;397.582,95;22,31;2,75;-0,14;6.520.823.024,70;BRAP3;Bradespar;15,53;+0,26%;BRAP3;Financeiro;https://s3-symbol-logo.tradingview.com/bradespar--big.svg;False
BRAP4;17,15;11,82;6,23;0,77;0,76;;;;6,66;6,15;-0,29;-0,03;;27,05;-0,79;6,50;12,34;12,27;11,52;0,99;0,01;0,00;;;38.868.167,82;22,31;2,75;-0,15;6.520.823.024,70;BRAP4;Bradespar;17,07;+0,53%;BRAP4;Financeiro;https://s3-symbol-logo.tradingview.com/bradespar--big.svg;False
BRAV3;18,76;;5,55;0,71;0,20;28,96;29,34;15,45;2,92;7,04;4,12;1,00;0,86;4,28;-0,24;1,37;12,81;3,61;7,83;0,28;0,72;0,23;206,24;;121.271.704,95;26,39;3,38;-0,01;8.708.156.787,12;BRAV3;3R Petroleum;18,64;-0,80%;BRAV3;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/brava-on-nm--big.svg;False
BRBI11;19,78;10,47;11,50;2,57;0,13;100,00;3,91;51,30;151,02;58,22;-92,80;-1,58;5,90;3,15;-14,13;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;3.915.598,91;7,69;1,72;-5,15;2.076.815.025,12;BRBI11;BR Partners;18,02;+2,39%;BRBI11;;https://s3-symbol-logo.tradingview.com/br-partners-unt-n2--big.svg;True
BRBI3;0,00;;0,00;0,00;0,00;100,00;3,91;51,30;0,00;58,22;-92,80;-1,58;0,00;0,00;0,00;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;;2,56;0,57;0,00;2.076.815.025,12;;;;;;;;True
BRBI4;0,00;;0,00;0,00;0,00;100,00;3,91;51,30;0,00;58,22;-92,80;-1,58;0,00;0,00;0,00;1,04;22,37;1,17;-0,24;0,05;0,95;0,02;-5,26;18,73;;2,56;0,57;0,00;2.076.815.025,12;;;;;;;;True
BRFS3;17,95;15,55;8,42;1,79;0,47;26,31;11,49;5,61;4,11;4,88;0,77;0,34;0,47;2,70;-0,96;1,52;21,28;5,58;13,44;0,26;0,72;0,99;12,91;64,51;207.735.895,90;10,01;2,13;0,09;30.200.394.765,70;BRFS3;BRF;22,03;-0,54%;BRFS3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/brf-sa--big.svg;False
BRGE11;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52;;;;;;;;True
BRGE12;13,47;;33,84;0,53;0,33;-4.115,33;-798,17;824,67;-34,96;21,81;56,17;-0,85;279,05;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52;;;;;;;;True
BRGE3;13,50;;33,91;0,53;0,33;-4.115,33;-798,17;824,67;-35,04;21,81;56,17;-0,85;279,67;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52;;;;;;;;True
BRGE5;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52;;;;;;;;True
BRGE6;12,92;;32,46;0,51;0,32;-4.115,33;-798,17;824,67;-33,53;21,81;56,17;-0,85;267,65;0,83;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52;;;;;;;;True
BRGE7;13,07;;32,83;0,51;0,32;-4.115,33;-798,17;824,67;-33,92;21,81;56,17;-0,85;270,76;0,84;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52;;;;;;;;True
BRGE8;13,17;;33,08;0,52;0,32;-4.115,33;-798,17;824,67;-34,18;21,81;56,17;-0,85;272,83;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52;;;;;;;;True
BRIV3;12,86;;388,74;0,67;0,04;12,70;-0,94;0,09;-37,40;-37,03;;;0,35;2,19;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,98;1.128.165.604,64;;;;;;;;True
BRIV4;12,54;;379,07;0,65;0,04;12,70;-0,94;0,09;-36,47;-37,03;;;0,34;2,14;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,89;1.128.165.604,64;;;;;;;;True
BRKM3;8,63;;-1,18;-1,81;0,08;6,52;-1,65;-7,47;-5,36;-33,49;-28,24;;0,09;1,31;-0,11;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;137.676,64;-4,77;-7,29;0,03;6.738.232.542,80;BRKM3;Braskem;9,39;-0,11%;BRKM3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/braskem--big.svg;False
BRKM5;8,22;;-1,13;-1,72;0,07;6,52;-1,65;-7,47;-5,10;-33,49;-28,24;;0,08;1,24;-0,11;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;21.548.420,77;-4,77;-7,29;0,03;6.738.232.542,80;BRKM5;Braskem;8,91;-1,33%;BRKM5;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/braskem--big.svg;False
BRKM6;7,33;;-1,01;-1,54;0,06;6,52;-1,65;-7,47;-4,55;-33,49;-28,24;;0,08;1,11;-0,10;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;2.376,79;-4,77;-7,29;0,03;6.738.232.542,80;BRKM6;Braskem;8,29;+0,00%;BRKM6;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/braskem--big.svg;False
BRML3;8,26;;12,55;0,57;0,34;88,79;65,47;33,24;6,37;8,29;1,92;0,17;4,17;7,22;-0,37;2,20;4,52;2,70;6,68;0,60;0,40;0,08;4,55;-15,42;;14,57;0,66;-0,16;6.770.891.280,44;;;;;;;;True
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-31,25;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44;;;;;;;;True
BRQB3;0,00;;0,00;0,00;0,00;36,23;14,59;11,30;0,00;-1,51;-1,51;-0,54;0,00;0,00;0,00;2,45;27,79;17,88;17,45;0,64;0,35;1,58;6,83;17,37;;1,74;0,48;0,00;0,00;;;;;BRQB3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
BRSR3;13,00;9,55;5,72;0,49;0,03;31,32;5,59;4,93;5,04;4,81;;;0,28;3,00;-0,03;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;72.687,64;26,49;2,27;-1,41;5.069.937.541,44;BRSR3;Banrisul;12,65;-1,40%;BRSR3;Financeiro;https://s3-symbol-logo.tradingview.com/banrisul--big.svg;True
BRSR5;15,75;7,93;6,93;0,59;0,04;31,32;5,59;4,93;6,11;4,81;;;0,34;3,64;-0,04;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;1.575,00;26,49;2,27;-1,70;5.069.937.541,44;;;;;BRSR5;Financeiro;https://s3-symbol-logo.tradingview.com/banrisul--big.svg;True
BRSR6;11,79;10,53;5,19;0,45;0,03;31,32;5,59;4,93;4,57;4,81;;;0,26;2,72;-0,03;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;16.629.293,86;26,49;2,27;-1,28;5.069.937.541,44;BRSR6;Banrisul;11,89;+1,36%;BRSR6;Financeiro;https://s3-symbol-logo.tradingview.com/banrisul--big.svg;True
BRST3;3,00;1,30;11,34;0,84;0,32;42,40;14,96;8,46;6,41;11,44;5,03;0,66;0,96;3,24;-0,45;1,54;7,44;2,86;5,71;0,38;0,62;0,34;41,71;35,66;565.337,82;3,56;0,26;-0,95;1.314.022.611,00;BRST3;Brisanet;2,95;+3,15%;BRST3;Comunicações;https://s3-symbol-logo.tradingview.com/brisanet-on-nm--big.svg;False
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00;;;;;;;;False
BSLI3;9,21;4,49;5,54;1,12;0,06;35,96;11,12;7,43;3,70;3,80;;;0,41;-2,27;-0,06;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;79.465,59;8,20;1,66;0,00;4.597.290.973,11;BSLI3;Banco de Brasília;9,54;+2,14%;BSLI3;Financeiro;https://s3-symbol-logo.tradingview.com/brb-banco-pn--big.svg;True
BSLI4;9,93;4,57;5,97;1,21;0,06;35,96;11,12;7,43;3,99;3,80;;;0,44;-2,45;-0,07;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;31.714,38;8,20;1,66;0,00;4.597.290.973,11;BSLI4;Banco de Brasília;9,70;+0,00%;BSLI4;Financeiro;https://s3-symbol-logo.tradingview.com/brb-banco-pn--big.svg;True
BTTL4;11.091,73;;33.400,08;4.031,14;2.904,64;19,76;-119,83;169,30;-47.188,49;-18,54;0,86;-0,07;56.545,25;37.165,59;-3.276,80;3,21;12,07;8,70;-24,67;0,72;0,28;0,05;-44,69;-12,59;;2,75;0,33;-213,24;67.764.190,08;;;;;;;;True
CALI3;17,05;1,58;5,76;0,67;0,19;24,14;21,37;13,39;3,61;5,97;2,37;0,44;0,77;0,40;-0,48;4,26;11,70;3,26;7,36;0,28;0,58;0,24;79,12;;2.165,83;25,32;2,96;0,00;119.159.040,00;CALI3;Adolpho Lindenberg;17,05;+5,90%;CALI3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/const-a-lindon--big.svg;False
CALI4;50,00;;16,88;1,97;0,55;24,14;21,37;13,39;10,58;5,97;2,37;0,44;2,26;1,19;-1,39;4,26;11,70;3,26;7,36;0,28;0,58;0,24;79,12;;;25,32;2,96;0,00;119.159.040,00;;;;;;;;False
CAMB3;10,15;9,27;6,16;1,40;1,11;48,70;19,06;16,88;5,46;4,72;-0,73;-0,19;1,04;3,19;-2,23;3,27;22,64;18,04;17,49;0,80;0,20;1,07;14,78;28,06;214.843,18;7,28;1,65;-0,74;429.092.062,00;CAMB3;Cambuci;9,93;+0,30%;CAMB3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/cambuci-on--big.svg;False
CAMB4;6,25;;3,80;0,86;0,68;48,70;19,06;16,88;3,36;4,72;-0,73;-0,19;0,64;1,97;-1,38;3,27;22,64;18,04;17,49;0,80;0,20;1,07;14,78;28,06;;7,28;1,65;-0,46;429.092.062,00;;;;;;;;False
CAML3;5,16;5,00;6,61;0,52;0,16;15,12;4,88;2,25;3,04;8,06;5,02;0,86;0,15;0,74;-0,37;1,64;7,91;2,46;5,22;0,31;0,69;1,09;17,84;2,67;4.699.763,00;9,88;0,78;-0,14;1.806.000.000,00;CAML3;Camil Alimentos;5,32;+3,50%;CAML3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/camil--big.svg;False
CASH3;4,10;;9,50;0,88;0,71;15,24;15,24;12,40;7,73;6,54;-1,19;-0,13;1,18;7,53;-0,92;1,69;9,22;7,44;2,28;0,81;0,18;0,60;34,97;26,53;9.286.192,91;4,68;0,43;-0,04;463.229.398,00;CASH3;Méliuz;4,34;-0,46%;CASH3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/meliuz--big.svg;False
CASN3;8,77;1,03;28,88;4,01;1,71;53,15;31,57;16,44;15,04;15,79;3,08;0,82;4,75;28,70;-2,15;1,42;13,88;5,93;10,58;0,43;0,57;0,36;11,65;23,90;0,00;2,19;0,30;0,14;8.529.097.212,50;;;;;CASN3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/casan-on--big.svg;False
CASN4;6,07;1,64;19,99;2,77;1,19;53,15;31,57;16,44;10,41;15,79;3,08;0,82;3,29;19,87;-1,49;1,42;13,88;5,93;10,58;0,43;0,57;0,36;11,65;23,90;0,00;2,19;0,30;0,10;8.529.097.212,50;;;;;CASN4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/casan-on--big.svg;False
CATA3;103,61;25,55;0,72;0,07;0,04;27,03;8,67;6,61;0,55;3,54;3,00;0,41;0,05;0,12;-0,09;1,92;10,34;4,95;1,95;0,48;0,52;0,75;12,29;23,62;;1.400,84;144,83;0,10;14.940.354,78;;;;;CATA3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
CATA4;0,00;;0,00;0,00;0,00;27,03;8,67;6,61;0,00;3,54;3,00;0,41;0,00;0,00;0,00;1,92;10,34;4,95;1,95;0,48;0,52;0,75;12,29;23,62;;1.400,84;144,83;0,00;14.940.354,78;;;;;CATA4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
CBAV3;3,81;;13,17;0,57;0,19;11,05;8,33;2,15;3,40;7,86;4,46;0,75;0,28;1,27;-0,27;1,86;4,32;1,41;8,28;0,33;0,66;0,66;9,20;;28.034.966,86;6,70;0,29;-0,11;2.480.586.975,57;CBAV3;CBA;3,87;-0,51%;CBAV3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/cba-on-nm--big.svg;False
CBEE3;10,80;;5,96;0,49;0,21;14,93;9,85;7,46;4,51;9,63;5,11;0,55;0,44;-1,16;-0,26;0,53;8,18;3,45;2,01;0,42;0,58;0,46;8,16;19,77;3.055,29;22,14;1,81;-0,01;4.104.427.118,40;CBEE3;Ampla Energia;11,04;+3,66%;CBEE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ampla-energ-on--big.svg;False
CCXC3;1,16;;-0,25;-0,03;2,34;;;;-3,26;-3,21;0,05;;;-0,03;;0,01;-10,66;-946,44;0,81;-88,75;89,75;0,00;;;;-43,93;-4,68;0,00;1.973.425,64;;;;;;;;True
CEAB3;17,55;3,84;10,77;1,57;0,61;55,09;12,29;6,26;5,49;5,76;0,27;0,08;0,67;3,95;-1,15;1,49;14,53;5,66;16,89;0,39;0,61;0,90;7,64;248,85;63.434.624,95;11,21;1,63;0,13;5.409.700.943,40;CEAB3;C&A;17,96;-2,44%;CEAB3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/cea-modas-on-nm--big.svg;False
CEBR3;23,39;22,68;8,58;1,57;1,14;49,37;54,36;44,81;7,07;4,81;-2,42;-0,54;3,84;2,45;-2,46;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;447.866,50;14,93;2,73;0,47;1.725.773.119,35;CEBR3;CEB;22,02;-1,70%;CEBR3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceb-pna--big.svg;False
CEBR5;23,00;15,82;8,43;1,54;1,12;49,37;54,36;44,81;6,95;4,81;-2,42;-0,54;3,78;2,41;-2,42;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;256.149,68;14,93;2,73;0,46;1.725.773.119,35;CEBR5;CEB;21,90;-2,58%;CEBR5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceb-pna--big.svg;False
CEBR6;24,49;16,35;8,98;1,64;1,19;49,37;54,36;44,81;7,40;4,81;-2,42;-0,54;4,02;2,56;-2,58;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;837.405,14;14,93;2,73;0,49;1.725.773.119,35;CEBR6;CEB;23,98;-3,11%;CEBR6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceb-pna--big.svg;False
CEDO3;19,00;;2,67;0,63;0,20;27,57;12,87;7,15;1,49;4,33;3,09;1,31;0,19;4,22;-0,34;1,13;23,49;7,40;14,79;0,31;0,68;1,03;8,89;;7.600,00;30,25;7,11;-0,33;158.790.646,08;CEDO3;Cedro Têxtil;19,00;-9,52%;CEDO3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cedro-on-n1--big.svg;False
CEDO4;11,73;;1,65;0,39;0,12;27,57;12,87;7,15;0,92;4,33;3,09;1,31;0,12;2,61;-0,21;1,13;23,49;7,40;14,79;0,31;0,68;1,03;8,89;;35.190,75;30,25;7,11;-0,21;158.790.646,08;CEDO4;Cedro Têxtil;11,96;+2,40%;CEDO4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cedro-on-n1--big.svg;False
CEEB3;37,00;3,02;4,55;1,15;0,30;30,33;24,02;12,18;2,31;6,51;3,59;1,78;0,55;-11,20;-0,36;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;44.986,24;32,28;8,13;0,19;12.304.687.178,04;CEEB3;COELBA;36,90;+0,00%;CEEB3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelba-pna--big.svg;False
CEEB5;36,70;3,05;4,51;1,14;0,30;30,33;24,02;12,18;2,29;6,51;3,59;1,78;0,55;-11,11;-0,36;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;3.670,00;32,28;8,13;0,19;12.304.687.178,04;;;;;CEEB5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelba-pna--big.svg;False
CEEB6;60,68;2,03;7,46;1,88;0,50;30,33;24,02;12,18;3,78;6,51;3,59;1,78;0,91;-18,36;-0,60;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;;32,28;8,13;0,32;12.304.687.178,04;;;;;CEEB6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelba-pna--big.svg;False
CEED3;9,00;;-1,24;-0,16;0,07;18,52;7,73;-8,43;1,36;13,07;11,71;;0,10;1,25;-0,10;1,22;-13,09;-5,75;15,89;-0,44;1,44;0,68;9,53;;1.562,25;-55,34;-7,25;0,30;616.098.524,00;CEED3;CEEE D;9,00;+0,11%;CEED3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceee-d--big.svg;False
CEED4;20,00;;-2,76;-0,36;0,16;18,52;7,73;-8,43;3,01;13,07;11,71;;0,23;2,78;-0,23;1,22;-13,09;-5,75;15,89;-0,44;1,44;0,68;9,53;;0,00;-55,34;-7,25;0,66;616.098.524,00;;;;;CEED4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceee-d--big.svg;False
CEGR3;96,72;;46,55;13,98;5,57;29,12;18,37;10,78;27,33;28,08;0,75;0,38;5,02;-47,67;-7,07;0,64;30,04;11,97;26,34;0,40;0,60;1,11;2,19;7,66;0,00;6,92;2,08;-33,13;25.112.161.439,04;;;;;CEGR3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceg-on--big.svg;False
CEPE3;125,26;;16,69;4,41;0,64;21,75;14,52;6,84;7,86;13,86;6,57;3,69;1,14;16,84;-0,83;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18;;;;;;;;False
CEPE5;40,12;;5,35;1,41;0,21;21,75;14,52;6,84;2,52;13,86;6,57;3,69;0,37;5,39;-0,27;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18;;;;;;;;False
CEPE6;43,00;;5,73;1,51;0,22;21,75;14,52;6,84;2,70;13,86;6,57;3,69;0,39;5,78;-0,29;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18;;;;;;;;False
CESP3;25,55;;7,97;1,15;0,61;30,72;121,64;65,05;4,26;5,71;1,48;0,40;5,18;7,40;-0,70;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55;;;;;;;;False
CESP5;25,00;;7,79;1,13;0,60;30,72;121,64;65,05;4,17;5,71;1,48;0,40;5,07;7,24;-0,68;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55;;;;;;;;False
CESP6;25,25;;7,87;1,14;0,61;30,72;121,64;65,05;4,21;5,71;1,48;0,40;5,12;7,32;-0,69;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55;;;;;;;;False
CGAS3;122,40;3,91;10,12;9,46;1,13;24,14;20,59;11,35;5,58;8,08;2,50;4,23;1,15;15,29;-1,55;1,37;93,41;11,13;22,35;0,12;0,88;0,98;10,17;3,23;13.342,33;12,95;12,09;-0,24;16.220.519.848,80;CGAS3;Comgás;127,99;+2,39%;CGAS3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/comgas-on--big.svg;False
CGAS5;127,09;3,48;10,51;9,82;1,17;24,14;20,59;11,35;5,79;8,08;2,50;4,23;1,19;15,87;-1,61;1,37;93,41;11,13;22,35;0,12;0,88;0,98;10,17;3,23;52.271,89;12,95;12,09;-0,25;16.220.519.848,80;CGAS5;Comgás;128,00;+0,78%;CGAS5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/comgas-on--big.svg;False
CGRA3;27,81;11,45;4,86;0,60;0,44;52,41;10,34;15,78;7,42;5,18;-2,19;-0,18;0,77;1,56;-0,79;2,75;12,41;9,03;7,24;0,73;0,27;0,57;8,68;-1,86;23.694,23;46,11;5,72;0,09;568.770.270,12;CGRA3;Grazziotin;28,38;+1,76%;CGRA3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/grazziotin-on--big.svg;False
CGRA4;27,50;11,58;4,80;0,60;0,43;52,41;10,34;15,78;7,34;5,18;-2,19;-0,18;0,76;1,55;-0,78;2,75;12,41;9,03;7,24;0,73;0,27;0,57;8,68;-1,86;150.271,27;46,11;5,72;0,09;568.770.270,12;CGRA4;Grazziotin;27,60;+2,11%;CGRA4;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/grazziotin-on--big.svg;False
CIEL3;5,83;;12,97;1,60;0,14;41,12;18,60;11,57;8,06;12,69;4,63;0,92;1,50;1,60;-1,51;1,11;12,31;1,11;3,73;0,09;0,88;0,10;-1,94;-4,62;0,00;3,65;0,45;-0,39;15.839.031.805,63;;;;;;;;True
CLSA3;10,49;;-24,41;3,06;2,30;33,36;-32,02;-16,96;-12,93;-10,71;2,22;-0,52;4,14;7,90;-4,94;2,19;-12,52;-9,40;-34,71;0,75;0,25;0,55;17,88;;57.778.110,00;3,43;-0,43;-0,08;1.971.344.369,40;;;;;;;;False
